Category	Country	Customer ID	Order Date	Order ID	Payment Method	Product ID	Return Status	Review Rating	Shipping Method	Discount	Price	Profit	Quantity	Returned Quantity	Shipping Cost	
Clothing	UK	5147	10/6/2023 0:00	ORDER03797	Bank Transfer	917	No	5	Express	34.00%	$411.60 	$322 	7	1	$16.20 	
Clothing	USA	9093	7/11/2023 0:00	ORDER08647	Bank Transfer	599	No	1	Express	37.00%	$72.50 	$37 	6	0	$26.80 	
Clothing	USA	6519	11/24/2023 0:00	ORDER01406	Bank Transfer	905	No	1	Express	9.00%	$180.90 	$169 	8	0	$17.80 	
Clothing	USA	3975	1/5/2023 0:00	ORDER06510	Bank Transfer	283	No	1	Express	27.00%	$879.90 	$527 	3	3	$49.10 	
Clothing	USA	3914	9/19/2023 0:00	ORDER09954	Bank Transfer	109	No	2	Express	27.00%	$589.40 	$848 	8	1	$23.10 	
Clothing	USA	7728	10/5/2023 0:00	ORDER06178	Bank Transfer	95	No	2	Express	39.00%	$41.80 	$43 	9	2	$6.50 	
Clothing	USA	1754	11/5/2023 0:00	ORDER01868	Bank Transfer	101	No	2	Express	39.00%	$387.70 	$75 	2	4	$25.70 	
Clothing	USA	3472	1/15/2023 0:00	ORDER08182	Bank Transfer	498	No	3	Express	30.00%	$194.40 	$208 	8	0	$49.10 	
Clothing	USA	1687	5/17/2023 0:00	ORDER03182	Bank Transfer	967	No	3	Express	14.00%	$406.60 	$396 	4	1	$33.10 	
Clothing	USA	3865	5/3/2023 0:00	ORDER05267	Bank Transfer	713	No	4	Express	11.00%	$48.80 	$7 	1	0	$3.60 	
Clothing	USA	7090	11/3/2023 0:00	ORDER01609	Bank Transfer	9	No	4	Express	33.00%	$460.40 	$141 	3	1	$15.10 	
Clothing	USA	8846	10/23/2023 0:00	ORDER01101	Bank Transfer	181	No	4	Express	6.00%	$596.00 	$250 	4	1	$39.00 	
Clothing	USA	4381	2/14/2023 0:00	ORDER02088	Bank Transfer	840	No	4	Express	28.00%	$587.50 	$902 	9	1	$33.30 	
Clothing	USA	2718	9/25/2023 0:00	ORDER02868	Bank Transfer	187	No	4	Express	34.00%	$470.60 	$248 	4	3	$24.90 	
Clothing	USA	2959	4/5/2023 0:00	ORDER05516	Bank Transfer	678	No	4	Express	6.00%	$574.60 	$468 	7	4	$14.00 	
Clothing	USA	6421	1/11/2023 0:00	ORDER01445	Bank Transfer	596	No	4	Express	7.00%	$639.80 	"$1,133 "	10	5	$27.00 	
Clothing	USA	6609	1/22/2023 0:00	ORDER04969	Bank Transfer	912	No	5	Express	13.00%	$879.00 	$874 	5	0	$7.80 	
Clothing	USA	7301	7/25/2023 0:00	ORDER04728	Bank Transfer	728	No	5	Express	23.00%	$562.00 	$478 	6	1	$14.30 	
Clothing	USA	3356	12/15/2023 0:00	ORDER01829	Bank Transfer	355	No	5	Express	28.00%	$31.40 	$33 	7	1	$6.10 	
Clothing	USA	5880	10/8/2023 0:00	ORDER05289	Bank Transfer	757	No	5	Express	15.00%	$490.40 	$630 	9	4	$5.70 	
Clothing	USA	4250	7/16/2023 0:00	ORDER01498	Bank Transfer	236	No	5	Express	38.00%	$635.80 	$76 	1	5	$29.10 	
Electronics	Canada	8891	1/7/2023 0:00	ORDER07830	Bank Transfer	185	No	1	Express	8.00%	$771.70 	$380 	3	0	$30.30 	
Electronics	Canada	6764	1/16/2023 0:00	ORDER03556	Bank Transfer	750	No	1	Express	14.00%	$592.40 	$58 	1	1	$48.20 	
Electronics	Canada	4763	5/7/2023 0:00	ORDER03164	Bank Transfer	611	No	1	Express	16.00%	$581.80 	$406 	3	3	$3.10 	
Electronics	Canada	9363	1/2/2023 0:00	ORDER08839	Bank Transfer	418	No	2	Express	35.00%	$340.60 	$238 	8	1	$27.10 	
Electronics	Canada	6377	3/16/2023 0:00	ORDER04726	Bank Transfer	861	No	2	Express	28.00%	$436.90 	$870 	10	1	$7.40 	
Electronics	Canada	6520	10/25/2023 0:00	ORDER04291	Bank Transfer	704	No	3	Express	27.00%	$353.30 	$165 	6	0	$41.70 	
Electronics	Canada	4228	5/4/2023 0:00	ORDER01028	Bank Transfer	383	No	3	Express	35.00%	$209.70 	$51 	3	2	$43.20 	
Electronics	Canada	1947	7/17/2023 0:00	ORDER04446	Bank Transfer	178	No	3	Express	24.00%	$228.40 	$405 	10	2	$23.20 	
Electronics	Canada	9991	6/11/2023 0:00	ORDER08700	Bank Transfer	726	No	3	Express	29.00%	$132.70 	$125 	10	3	$31.40 	
Electronics	Canada	7861	10/24/2023 0:00	ORDER03590	Bank Transfer	784	No	3	Express	30.00%	$877.80 	$945 	6	4	$11.70 	
Electronics	Canada	4127	9/16/2023 0:00	ORDER02412	Bank Transfer	938	No	3	Express	25.00%	$324.60 	$372 	9	4	$11.70 	
Electronics	Canada	5283	6/3/2023 0:00	ORDER04849	Bank Transfer	121	No	3	Express	25.00%	$87.40 	$180 	10	5	$15.90 	
Electronics	Canada	9392	12/15/2023 0:00	ORDER04396	Bank Transfer	201	No	4	Express	38.00%	$348.70 	$232 	4	0	$48.80 	
Electronics	Canada	7707	12/17/2023 0:00	ORDER01172	Bank Transfer	876	No	4	Express	33.00%	$300.90 	$313 	6	2	$31.20 	
Electronics	Canada	7835	1/25/2023 0:00	ORDER02437	Bank Transfer	565	No	4	Express	7.00%	$93.30 	$52 	4	3	$35.70 	
Electronics	Canada	1626	6/2/2023 0:00	ORDER01209	Bank Transfer	491	No	5	Express	40.00%	$686.30 	$532 	8	5	$43.00 	
Electronics	France	1968	10/10/2023 0:00	ORDER02649	Bank Transfer	917	No	1	Express	38.00%	$851.60 	$378 	6	1	$28.80 	
Electronics	France	3863	4/12/2023 0:00	ORDER03371	Bank Transfer	414	No	1	Express	14.00%	$660.40 	$102 	1	2	$25.30 	
Electronics	France	2803	3/27/2023 0:00	ORDER09062	Bank Transfer	355	No	1	Express	15.00%	$208.30 	$258 	10	3	$43.70 	
Electronics	France	7875	3/17/2023 0:00	ORDER06669	Bank Transfer	702	No	1	Express	21.00%	$937.30 	$801 	10	4	$47.40 	
Electronics	France	7074	9/9/2023 0:00	ORDER06966	Bank Transfer	790	No	1	Express	20.00%	$595.70 	$889 	8	5	$21.30 	
Electronics	France	7567	8/26/2023 0:00	ORDER04075	Bank Transfer	564	No	1	Express	22.00%	$481.40 	$754 	10	5	$39.40 	
Electronics	France	7480	6/28/2023 0:00	ORDER09432	Bank Transfer	791	No	2	Express	20.00%	$517.20 	$448 	4	3	$41.40 	
Electronics	France	9734	10/9/2023 0:00	ORDER07040	Bank Transfer	31	No	2	Express	37.00%	$280.00 	$194 	9	3	$5.60 	
Electronics	France	7329	8/10/2023 0:00	ORDER01768	Bank Transfer	356	No	3	Express	25.00%	$104.90 	$31 	2	2	$12.60 	
Electronics	France	6718	4/12/2023 0:00	ORDER02942	Bank Transfer	431	No	3	Express	37.00%	$170.50 	$80 	4	4	$8.50 	
Electronics	France	4885	6/9/2023 0:00	ORDER06863	Bank Transfer	659	No	4	Express	30.00%	$853.70 	"$1,119 "	9	4	$13.80 	
Electronics	France	3390	3/24/2023 0:00	ORDER02228	Bank Transfer	132	No	4	Express	26.00%	$311.50 	$168 	4	5	$10.40 	
Electronics	France	5950	9/2/2023 0:00	ORDER09605	Bank Transfer	540	No	5	Express	15.00%	$269.00 	$58 	1	0	$42.40 	
Electronics	France	6316	2/26/2023 0:00	ORDER03376	Bank Transfer	768	No	5	Express	15.00%	$714.90 	$777 	9	1	$3.80 	
Electronics	France	7074	4/4/2023 0:00	ORDER04741	Bank Transfer	478	No	5	Express	29.00%	$618.10 	$350 	4	2	$25.80 	
Electronics	France	2453	5/16/2023 0:00	ORDER04888	Bank Transfer	290	No	5	Express	35.00%	$502.00 	$740 	10	4	$12.50 	
Electronics	Germany	1527	11/7/2023 0:00	ORDER02499	Bank Transfer	594	No	1	Express	13.00%	$673.90 	$524 	3	2	$27.60 	
Electronics	Germany	4290	11/10/2023 0:00	ORDER06509	Bank Transfer	364	No	1	Express	10.00%	$318.30 	$632 	9	2	$44.10 	
Electronics	Germany	1421	12/16/2023 0:00	ORDER04666	Bank Transfer	917	No	1	Express	16.00%	$942.40 	$295 	3	4	$21.30 	
Electronics	Germany	7183	9/6/2023 0:00	ORDER08987	Bank Transfer	752	No	1	Express	34.00%	$463.20 	$261 	3	4	$45.30 	
Electronics	Germany	5963	5/26/2023 0:00	ORDER06572	Bank Transfer	597	No	2	Express	19.00%	$101.20 	$48 	2	2	$20.90 	
Electronics	Germany	7027	12/15/2023 0:00	ORDER04681	Bank Transfer	274	No	2	Express	37.00%	$287.20 	$93 	2	3	$14.00 	
Electronics	Germany	2325	6/23/2023 0:00	ORDER03987	Bank Transfer	885	No	2	Express	13.00%	$397.70 	$433 	6	4	$13.30 	
Electronics	Germany	9812	2/4/2023 0:00	ORDER05429	Bank Transfer	904	No	3	Express	37.00%	$581.60 	$642 	6	1	$28.90 	
Electronics	Germany	7959	4/8/2023 0:00	ORDER04738	Bank Transfer	78	No	3	Express	27.00%	$718.00 	$93 	1	2	$18.70 	
Electronics	Germany	3730	3/23/2023 0:00	ORDER06563	Bank Transfer	773	No	3	Express	25.00%	$90.70 	$26 	2	3	$47.00 	
Electronics	Germany	3334	9/14/2023 0:00	ORDER03812	Bank Transfer	975	No	3	Express	18.00%	$764.10 	"$1,029 "	10	4	$6.40 	
Electronics	Germany	8323	5/21/2023 0:00	ORDER06210	Bank Transfer	347	No	4	Express	34.00%	$214.80 	$17 	1	1	$47.60 	
Electronics	Germany	1910	3/25/2023 0:00	ORDER04931	Bank Transfer	113	No	5	Express	34.00%	$680.80 	$911 	8	1	$28.70 	
Electronics	Germany	6295	9/14/2023 0:00	ORDER09592	Bank Transfer	620	No	5	Express	27.00%	$446.80 	$255 	6	2	$9.10 	
Electronics	Germany	9608	7/28/2023 0:00	ORDER08636	Bank Transfer	199	No	5	Express	6.00%	$214.10 	$56 	1	4	$17.10 	
Electronics	Germany	9642	9/3/2023 0:00	ORDER07793	Bank Transfer	818	No	5	Express	13.00%	$27.30 	$17 	7	5	$30.60 	
Electronics	UK	5930	8/21/2023 0:00	ORDER03785	Bank Transfer	894	No	1	Express	10.00%	$810.90 	$575 	3	1	$41.30 	
Electronics	UK	2472	3/27/2023 0:00	ORDER05205	Bank Transfer	389	No	1	Express	17.00%	$638.30 	"$1,066 "	7	1	$22.00 	
Electronics	UK	1167	1/26/2023 0:00	ORDER08910	Bank Transfer	212	No	1	Express	6.00%	$701.90 	"$1,202 "	10	1	$6.70 	
Electronics	UK	2653	6/4/2023 0:00	ORDER02415	Bank Transfer	273	No	1	Express	16.00%	$60.30 	$91 	8	5	$15.20 	
Electronics	UK	1680	11/17/2023 0:00	ORDER08611	Bank Transfer	216	No	1	Express	24.00%	$483.50 	$406 	10	5	$36.60 	
Electronics	UK	5656	8/27/2023 0:00	ORDER06234	Bank Transfer	730	No	2	Express	21.00%	$350.00 	$173 	3	0	$23.20 	
Electronics	UK	2380	11/3/2023 0:00	ORDER06446	Bank Transfer	765	No	2	Express	20.00%	$279.30 	$442 	8	0	$10.50 	
Electronics	UK	5530	8/17/2023 0:00	ORDER07352	Bank Transfer	413	No	2	Express	6.00%	$261.10 	$154 	5	2	$7.40 	
Electronics	UK	1983	3/18/2023 0:00	ORDER09625	Bank Transfer	788	No	3	Express	17.00%	$959.10 	$122 	1	1	$6.40 	
Electronics	UK	3498	5/6/2023 0:00	ORDER01783	Bank Transfer	796	No	4	Express	16.00%	$44.60 	$33 	7	2	$37.30 	
Electronics	UK	5224	6/23/2023 0:00	ORDER05066	Bank Transfer	130	No	4	Express	25.00%	$581.90 	$353 	4	3	$40.30 	
Electronics	UK	6842	6/20/2023 0:00	ORDER02294	Bank Transfer	512	No	4	Express	9.00%	$88.90 	$73 	6	4	$36.80 	
Electronics	UK	1970	9/21/2023 0:00	ORDER03444	Bank Transfer	751	No	4	Express	37.00%	$188.50 	$170 	7	4	$40.50 	
Electronics	UK	6100	12/9/2023 0:00	ORDER07976	Bank Transfer	700	No	5	Express	25.00%	$17.20 	$11 	3	0	$15.70 	
Electronics	UK	7729	6/22/2023 0:00	ORDER01599	Bank Transfer	375	No	5	Express	13.00%	$641.60 	$440 	3	1	$27.40 	
Electronics	UK	9891	11/11/2023 0:00	ORDER01299	Bank Transfer	82	No	5	Express	6.00%	$773.80 	$398 	5	1	$40.30 	
Electronics	USA	5012	4/4/2023 0:00	ORDER08547	Bank Transfer	653	No	1	Express	37.00%	$293.00 	$258 	5	5	$37.60 	
Electronics	USA	2422	3/5/2023 0:00	ORDER01371	Bank Transfer	505	No	1	Express	13.00%	$53.70 	$74 	8	5	$49.40 	
Electronics	USA	1938	11/3/2023 0:00	ORDER08349	Bank Transfer	526	No	2	Express	13.00%	$239.70 	$100 	3	0	$8.30 	
Electronics	USA	7506	7/18/2023 0:00	ORDER07679	Bank Transfer	855	No	2	Express	13.00%	$521.70 	$228 	2	2	$30.00 	
Electronics	USA	5945	8/26/2023 0:00	ORDER01138	Bank Transfer	792	No	2	Express	38.00%	$916.60 	$337 	3	3	$13.70 	
Electronics	USA	5443	8/9/2023 0:00	ORDER09311	Bank Transfer	793	No	3	Express	8.00%	$641.50 	$459 	3	1	$41.30 	
Electronics	USA	9170	5/28/2023 0:00	ORDER08279	Bank Transfer	97	No	3	Express	14.00%	$31.50 	$10 	3	2	$41.90 	
Electronics	USA	9631	4/18/2023 0:00	ORDER03908	Bank Transfer	556	No	3	Express	38.00%	$514.10 	$142 	4	2	$43.90 	
Electronics	USA	3710	2/10/2023 0:00	ORDER07136	Bank Transfer	745	No	4	Express	26.00%	$740.30 	$206 	2	0	$41.00 	
Electronics	USA	7982	5/25/2023 0:00	ORDER07608	Bank Transfer	88	No	4	Express	19.00%	$96.40 	$57 	5	1	$34.80 	
Electronics	USA	9638	1/5/2023 0:00	ORDER04689	Bank Transfer	859	No	4	Express	38.00%	$629.30 	$299 	7	1	$36.10 	
Electronics	USA	4145	2/11/2023 0:00	ORDER09638	Bank Transfer	684	No	4	Express	29.00%	$503.30 	$116 	2	2	$40.90 	
Electronics	USA	5170	11/13/2023 0:00	ORDER01489	Bank Transfer	973	No	4	Express	32.00%	$707.80 	$271 	2	4	$27.30 	
Electronics	USA	9310	9/4/2023 0:00	ORDER02621	Bank Transfer	17	No	4	Express	23.00%	$653.20 	$987 	10	4	$5.20 	
Electronics	USA	1715	12/22/2023 0:00	ORDER07945	Bank Transfer	717	No	5	Express	6.00%	$261.10 	$152 	4	1	$31.50 	
Electronics	USA	8447	7/25/2023 0:00	ORDER01508	Bank Transfer	608	No	5	Express	15.00%	$526.30 	$665 	6	4	$47.90 	
Electronics	USA	1802	5/8/2023 0:00	ORDER01688	Bank Transfer	156	No	5	Express	6.00%	$891.70 	"$1,188 "	7	4	$4.20 	
Electronics	USA	5087	7/19/2023 0:00	ORDER07133	Bank Transfer	466	No	5	Express	11.00%	$533.70 	$258 	3	5	$18.40 	
Home	Canada	8225	3/1/2023 0:00	ORDER07812	Bank Transfer	702	No	1	Express	32.00%	$474.70 	$270 	3	1	$23.70 	
Home	Canada	4245	5/22/2023 0:00	ORDER05732	Bank Transfer	774	No	1	Express	18.00%	$322.10 	$380 	6	1	$3.10 	
Home	Canada	8825	3/9/2023 0:00	ORDER08646	Bank Transfer	376	No	1	Express	14.00%	$911.10 	$322 	3	3	$25.50 	
Home	Canada	7351	2/19/2023 0:00	ORDER06741	Bank Transfer	754	No	1	Express	35.00%	$97.70 	$7 	1	5	$33.40 	
Home	Canada	3151	7/16/2023 0:00	ORDER01933	Bank Transfer	443	No	2	Express	32.00%	$976.60 	$746 	9	2	$38.80 	
Home	Canada	1778	2/5/2023 0:00	ORDER09374	Bank Transfer	807	No	2	Express	13.00%	$749.80 	$248 	2	3	$34.70 	
Home	Canada	3380	6/8/2023 0:00	ORDER05488	Bank Transfer	704	No	2	Express	20.00%	$332.30 	$243 	6	3	$25.20 	
Home	Canada	2689	4/28/2023 0:00	ORDER02962	Bank Transfer	670	No	3	Express	12.00%	$968.40 	$475 	2	4	$31.80 	
Home	Canada	9963	9/9/2023 0:00	ORDER01355	Bank Transfer	264	No	3	Express	19.00%	$580.60 	$540 	5	4	$8.90 	
Home	Canada	3605	6/17/2023 0:00	ORDER03921	Bank Transfer	637	No	3	Express	31.00%	$729.10 	$247 	2	5	$38.80 	
Home	Canada	4369	9/26/2023 0:00	ORDER07513	Bank Transfer	46	No	4	Express	32.00%	$532.00 	$62 	1	4	$41.20 	
Home	Canada	6189	8/17/2023 0:00	ORDER02709	Bank Transfer	168	No	5	Express	20.00%	$541.60 	$723 	10	1	$45.60 	
Home	Canada	6134	10/7/2023 0:00	ORDER03622	Bank Transfer	957	No	5	Express	34.00%	$391.50 	$74 	1	2	$13.20 	
Home	Canada	8554	5/10/2023 0:00	ORDER03373	Bank Transfer	724	No	5	Express	13.00%	$95.60 	$29 	3	2	$33.70 	
Home	Canada	4365	10/20/2023 0:00	ORDER06315	Bank Transfer	473	No	5	Express	24.00%	$280.00 	$296 	7	3	$48.90 	
Home	Canada	2121	7/7/2023 0:00	ORDER09894	Bank Transfer	438	No	5	Express	23.00%	$580.80 	$869 	8	3	$4.60 	
Home	Canada	1476	3/10/2023 0:00	ORDER09168	Bank Transfer	814	No	5	Express	20.00%	$360.10 	$395 	5	5	$3.50 	
Home	France	7533	6/15/2023 0:00	ORDER03796	Bank Transfer	987	No	1	Express	10.00%	$191.80 	$134 	5	0	$48.30 	
Home	France	4932	4/21/2023 0:00	ORDER08465	Bank Transfer	911	No	1	Express	17.00%	$677.30 	$440 	4	3	$4.90 	
Home	France	7049	1/24/2023 0:00	ORDER02683	Bank Transfer	493	No	1	Express	31.00%	$38.30 	$36 	6	4	$42.70 	
Home	France	7959	7/25/2023 0:00	ORDER03690	Bank Transfer	710	No	2	Express	34.00%	$499.10 	$346 	5	1	$22.80 	
Home	France	3071	4/5/2023 0:00	ORDER07065	Bank Transfer	587	No	2	Express	28.00%	$711.50 	"$1,333 "	9	4	$10.80 	
Home	France	9825	5/4/2023 0:00	ORDER09470	Bank Transfer	961	No	2	Express	35.00%	$362.50 	$145 	3	5	$16.70 	
Home	France	8329	8/11/2023 0:00	ORDER09044	Bank Transfer	364	No	2	Express	30.00%	$801.20 	$639 	9	5	$13.20 	
Home	France	6571	12/3/2023 0:00	ORDER03703	Bank Transfer	295	No	3	Express	18.00%	$29.80 	$39 	8	0	$47.10 	
Home	France	9511	4/22/2023 0:00	ORDER05165	Bank Transfer	683	No	3	Express	31.00%	$324.80 	$134 	2	3	$34.70 	
Home	France	6738	4/25/2023 0:00	ORDER09213	Bank Transfer	764	No	3	Express	22.00%	$648.50 	$184 	3	3	$18.80 	
Home	France	1511	10/4/2023 0:00	ORDER05608	Bank Transfer	100	No	3	Express	10.00%	$948.90 	"$1,395 "	9	5	$21.30 	
Home	France	2224	4/17/2023 0:00	ORDER07884	Bank Transfer	649	No	4	Express	27.00%	$872.80 	"$1,319 "	7	1	$49.30 	
Home	France	4620	4/13/2023 0:00	ORDER08937	Bank Transfer	588	No	4	Express	14.00%	$82.60 	$28 	2	2	$8.50 	
Home	France	4164	6/20/2023 0:00	ORDER02924	Bank Transfer	804	No	4	Express	39.00%	$323.10 	$361 	8	4	$20.70 	
Home	France	1372	5/12/2023 0:00	ORDER06604	Bank Transfer	914	No	5	Express	12.00%	$993.30 	$185 	1	2	$40.20 	
Home	France	1850	2/18/2023 0:00	ORDER02764	Bank Transfer	621	No	5	Express	38.00%	$533.00 	$87 	2	2	$4.40 	
Home	France	9095	10/4/2023 0:00	ORDER05010	Bank Transfer	108	No	5	Express	39.00%	$455.30 	$173 	3	2	$13.60 	
Home	France	3101	7/28/2023 0:00	ORDER05744	Bank Transfer	341	No	5	Express	22.00%	$817.30 	$750 	6	3	$45.30 	
Home	France	2138	10/11/2023 0:00	ORDER04780	Bank Transfer	832	No	5	Express	26.00%	$854.10 	$247 	2	5	$36.90 	
Home	Germany	1201	5/9/2023 0:00	ORDER09929	Bank Transfer	603	No	1	Express	34.00%	$347.10 	$51 	1	2	$5.50 	
Home	Germany	3203	6/23/2023 0:00	ORDER09491	Bank Transfer	313	No	1	Express	29.00%	$286.70 	$249 	5	4	$22.10 	
Home	Germany	3006	10/8/2023 0:00	ORDER09092	Bank Transfer	42	No	1	Express	27.00%	$308.00 	$186 	6	5	$43.60 	
Home	Germany	7036	8/19/2023 0:00	ORDER04373	Bank Transfer	920	No	1	Express	36.00%	$656.20 	$551 	6	5	$25.30 	
Home	Germany	7734	2/5/2023 0:00	ORDER05250	Bank Transfer	974	No	2	Express	9.00%	$92.30 	$50 	2	2	$9.20 	
Home	Germany	5957	12/23/2023 0:00	ORDER08525	Bank Transfer	303	No	2	Express	34.00%	$200.70 	$192 	10	3	$2.80 	
Home	Germany	6272	1/14/2023 0:00	ORDER04970	Bank Transfer	334	No	2	Express	32.00%	$589.70 	$671 	8	5	$35.20 	
Home	Germany	7866	7/28/2023 0:00	ORDER06108	Bank Transfer	977	No	3	Express	34.00%	$284.70 	$187 	6	2	$40.20 	
Home	Germany	2486	5/7/2023 0:00	ORDER09927	Bank Transfer	256	No	3	Express	5.00%	$426.10 	$148 	3	3	$46.30 	
Home	Germany	2758	9/11/2023 0:00	ORDER02159	Bank Transfer	378	No	3	Express	13.00%	$740.60 	$575 	5	3	$31.90 	
Home	Germany	4227	6/5/2023 0:00	ORDER06105	Bank Transfer	809	No	3	Express	27.00%	$770.50 	$820 	10	5	$27.50 	
Home	Germany	5985	9/26/2023 0:00	ORDER06562	Bank Transfer	922	No	4	Express	18.00%	$895.50 	$114 	1	0	$33.20 	
Home	Germany	3089	8/15/2023 0:00	ORDER05661	Bank Transfer	957	No	4	Express	22.00%	$33.20 	$10 	3	2	$44.80 	
Home	Germany	4689	9/24/2023 0:00	ORDER04875	Bank Transfer	124	No	4	Express	34.00%	$47.10 	$16 	4	3	$43.40 	
Home	Germany	9938	6/4/2023 0:00	ORDER02616	Bank Transfer	903	No	4	Express	29.00%	$51.00 	$18 	2	4	$23.70 	
Home	Germany	3331	8/18/2023 0:00	ORDER05698	Bank Transfer	256	No	4	Express	39.00%	$354.80 	$366 	7	4	$43.50 	
Home	Germany	2112	5/5/2023 0:00	ORDER05702	Bank Transfer	442	No	5	Express	19.00%	$386.70 	$369 	6	0	$41.90 	
Home	Germany	6537	9/10/2023 0:00	ORDER03240	Bank Transfer	427	No	5	Express	17.00%	$358.50 	$550 	9	0	$38.50 	
Home	Germany	5190	12/24/2023 0:00	ORDER08931	Bank Transfer	250	No	5	Express	39.00%	$881.90 	$158 	2	4	$23.30 	
Home	Germany	5749	12/1/2023 0:00	ORDER08749	Bank Transfer	800	No	5	Express	39.00%	$634.10 	$388 	4	5	$3.50 	
Home	UK	9872	12/22/2023 0:00	ORDER05776	Bank Transfer	468	No	2	Express	28.00%	$725.80 	$348 	4	2	$47.10 	
Home	UK	7545	11/11/2023 0:00	ORDER06422	Bank Transfer	827	No	2	Express	26.00%	$525.70 	$374 	4	3	$15.50 	
Home	UK	4779	3/18/2023 0:00	ORDER03485	Bank Transfer	860	No	2	Express	9.00%	$669.50 	$357 	3	5	$21.80 	
Home	UK	8152	9/8/2023 0:00	ORDER06186	Bank Transfer	896	No	2	Express	39.00%	$947.70 	$595 	10	5	$34.10 	
Home	UK	4820	6/3/2023 0:00	ORDER06529	Bank Transfer	557	No	3	Express	33.00%	$707.30 	$252 	3	0	$49.40 	
Home	UK	3235	8/16/2023 0:00	ORDER09227	Bank Transfer	531	No	3	Express	7.00%	$917.60 	"$1,041 "	6	0	$34.50 	
Home	UK	6770	4/4/2023 0:00	ORDER09671	Bank Transfer	242	No	4	Express	8.00%	$510.60 	$952 	8	0	$41.30 	
Home	UK	4140	8/2/2023 0:00	ORDER08836	Bank Transfer	495	No	4	Express	13.00%	$591.20 	$162 	3	2	$17.60 	
Home	UK	5376	10/8/2023 0:00	ORDER02036	Bank Transfer	109	No	4	Express	40.00%	$782.20 	$403 	4	5	$19.70 	
Home	UK	8114	11/15/2023 0:00	ORDER02057	Bank Transfer	645	No	5	Express	25.00%	$176.20 	$107 	8	0	$30.80 	
Home	UK	6965	4/8/2023 0:00	ORDER08591	Bank Transfer	156	No	5	Express	8.00%	$690.70 	$656 	9	0	$26.70 	
Home	USA	5543	11/1/2023 0:00	ORDER03708	Bank Transfer	628	No	1	Express	7.00%	$787.40 	$338 	2	0	$11.80 	
Home	USA	7657	6/20/2023 0:00	ORDER02905	Bank Transfer	773	No	1	Express	37.00%	$190.60 	$63 	4	0	$27.00 	
Home	USA	9542	5/3/2023 0:00	ORDER05894	Bank Transfer	463	No	2	Express	33.00%	$245.80 	$277 	6	0	$43.70 	
Home	USA	7339	7/5/2023 0:00	ORDER02790	Bank Transfer	39	No	2	Express	19.00%	$90.10 	$26 	2	1	$40.40 	
Home	USA	8301	4/23/2023 0:00	ORDER01589	Bank Transfer	465	No	2	Express	11.00%	$643.30 	$375 	5	1	$18.90 	
Home	USA	3113	12/5/2023 0:00	ORDER07811	Bank Transfer	62	No	2	Express	22.00%	$508.90 	$899 	10	2	$40.40 	
Home	USA	2617	3/16/2023 0:00	ORDER03537	Bank Transfer	394	No	2	Express	11.00%	$474.50 	$412 	4	3	$26.00 	
Home	USA	5580	2/13/2023 0:00	ORDER02285	Bank Transfer	642	No	2	Express	6.00%	$373.40 	$454 	5	4	$20.70 	
Home	USA	8612	12/1/2023 0:00	ORDER07181	Bank Transfer	668	No	2	Express	36.00%	$554.70 	$291 	3	5	$35.30 	
Home	USA	6393	10/1/2023 0:00	ORDER06385	Bank Transfer	181	No	3	Express	25.00%	$511.10 	$285 	7	0	$16.70 	
Home	USA	9431	7/19/2023 0:00	ORDER06635	Bank Transfer	283	No	3	Express	36.00%	$322.80 	$71 	3	1	$18.60 	
Home	USA	7094	3/14/2023 0:00	ORDER03385	Bank Transfer	100	No	3	Express	9.00%	$610.10 	"$1,107 "	10	1	$7.90 	
Home	USA	1934	1/12/2023 0:00	ORDER03346	Bank Transfer	920	No	3	Express	11.00%	$929.30 	$682 	6	5	$12.50 	
Home	USA	8948	2/17/2023 0:00	ORDER09623	Bank Transfer	697	No	4	Express	17.00%	$348.30 	$426 	9	0	$46.20 	
Home	USA	8395	12/18/2023 0:00	ORDER04811	Bank Transfer	262	No	4	Express	34.00%	$805.60 	"$1,036 "	8	1	$12.80 	
Home	USA	6908	8/1/2023 0:00	ORDER09089	Bank Transfer	820	No	4	Express	28.00%	$771.50 	$986 	6	4	$41.60 	
Home	USA	3286	7/11/2023 0:00	ORDER07216	Bank Transfer	277	No	5	Express	9.00%	$815.50 	$933 	8	0	$28.20 	
Home	USA	8289	4/17/2023 0:00	ORDER03641	Bank Transfer	837	No	5	Express	30.00%	$281.90 	$295 	5	2	$7.50 	
Home	USA	4149	10/13/2023 0:00	ORDER05093	Bank Transfer	422	No	5	Express	19.00%	$725.00 	$552 	6	2	$21.90 	
Home	USA	2062	10/23/2023 0:00	ORDER05007	Bank Transfer	69	No	5	Express	26.00%	$555.60 	$641 	6	3	$36.10 	
Sports	Canada	6065	12/15/2023 0:00	ORDER09438	Bank Transfer	619	No	1	Express	18.00%	$738.90 	$155 	1	0	$47.70 	
Sports	Canada	2144	10/20/2023 0:00	ORDER01150	Bank Transfer	496	No	1	Express	11.00%	$293.00 	$102 	3	1	$26.90 	
Sports	Canada	4384	7/11/2023 0:00	ORDER03866	Bank Transfer	734	No	1	Express	22.00%	$71.40 	$50 	6	1	$35.50 	
Sports	Canada	8738	1/18/2023 0:00	ORDER09778	Bank Transfer	847	No	1	Express	28.00%	$479.10 	$80 	2	2	$4.10 	
